item_id,canonical_type,persona_id,m3_pred,m3_solved,parse_status
7983f1b5-bd7d-456a-b2ea-2bbefc320507,idea_suggestion,8,c,False,valid
ff9ba1de-07d6-4240-aa4f-dd0989951808,scenario_generalization,8,d,True,valid
2c7661cc-4a9f-4520-932b-46ec48f122c5,preference_evolution_tracking,8,d,False,valid
08eb771b-47e2-434a-bea3-7ee96b6948c2,idea_suggestion,9,c,False,valid
b08169cb-e02a-4cfa-bfd5-182c6fed3139,scenario_generalization,9,d,False,valid
3158e226-c4dd-45ce-8194-ea935cf08555,user_shared_fact_recall,9,d,False,valid
00a0d533-5f7b-4970-b264-875f0d5e5912,scenario_generalization,9,a,False,valid
e71931f6-5626-4996-9800-fe51564680f4,idea_suggestion,9,d,False,valid
0a90b38b-9bdf-437b-a4ee-fb671162c430,user_shared_fact_recall,9,a,False,valid
43d42352-b165-4ec5-a1c5-11803e793833,preference_aligned_recommendation,9,d,False,valid
7b675c87-19db-4124-8583-b1666a332284,user_shared_fact_recall,9,b,False,valid
10920f3b-f672-4d7f-89ad-2fe1f63d7151,preference_evolution_tracking,9,d,False,valid
0db82c52-bb20-49ae-87ca-abdafbe767a1,preference_evolution_tracking,9,d,False,valid
259ba9ef-518f-45b9-a8b3-a25ddc9f2e93,idea_suggestion,9,d,False,valid
3f296614-1dfa-49fe-af43-6f39327fe20a,user_shared_fact_recall,9,c,False,valid
436e377a-98ba-44fc-809c-1743bbf4e033,scenario_generalization,9,d,False,valid
2bfdcdc8-1052-4c38-902f-1a023d41509d,user_shared_fact_recall,9,b,True,valid
b35349e0-993b-452a-bb5e-67668833b39b,scenario_generalization,9,b,False,valid
aa359f37-2eb6-4604-a3e5-07a066de210d,idea_suggestion,9,d,False,valid
a719edb3-a43f-4792-b820-fb45293c4e19,user_shared_fact_recall,9,a,False,valid
e0750f28-3c10-41f1-a017-a7a0a18079df,idea_suggestion,9,c,False,valid
d0e15e11-6768-4cb6-825a-1deee7ba5e29,user_shared_fact_recall,9,d,True,valid
fe0aa9a2-d28f-40ee-bb7c-cd90fe8ee55b,idea_suggestion,9,c,False,valid
2b969ce1-cf22-4f80-af89-f42e57ad7c49,user_shared_fact_recall,10,b,False,valid
18f3405b-f1bb-4562-acc2-8ff340b3f9f0,user_shared_fact_recall,10,c,True,valid
35dae3c4-7bd6-4f65-af6e-747d7d326556,idea_suggestion,10,d,False,valid
8a0ef305-5241-45fe-aa84-e37a2bab08f9,idea_suggestion,10,c,False,valid
e48cb6ad-1629-4107-befb-7f2c3ce4e65d,scenario_generalization,10,b,True,valid
0d78111b-103a-4b6e-a285-4d986a712ac8,latest_preference_acknowledgement,10,b,False,valid
d83d7e84-1ea3-461c-8916-0d519efe092e,user_shared_fact_recall,10,b,False,valid
098bb7ce-49fb-457e-a8bd-82a6dc63c060,user_shared_fact_recall,10,a,False,valid
95562a0a-504a-42b5-84e4-f28c7cbcfdbc,preference_aligned_recommendation,10,c,True,valid
abc977e6-cdfc-4515-a3ee-791d0a7aa6c1,preference_evolution_tracking,10,b,False,valid
a09f9d41-c40f-4b86-b94e-03691a4bd945,preference_aligned_recommendation,10,a,False,valid
9725f89b-da19-4ab0-8aba-f7be3d579bac,idea_suggestion,10,d,False,valid
da695006-b689-41c5-8669-709280b2b57a,user_shared_fact_recall,10,b,True,valid
ad0031a6-d841-441b-9e91-e7657ec586be,idea_suggestion,10,b,False,valid
6d791bd6-7afd-4b9e-ad78-a5fcec662330,idea_suggestion,10,c,False,valid
026b9168-9749-4ed5-bffc-cc972079a0d9,idea_suggestion,10,b,False,valid
38eb7c8c-7d0b-42bf-9a12-bba4d5469129,scenario_generalization,10,c,True,valid
c0c4fb2f-d06d-44f1-8d68-66153f057509,idea_suggestion,10,b,False,valid
43653af1-207b-4de7-b29c-df5c9e29ead8,idea_suggestion,13,d,False,valid
bd19b555-7c4a-401e-8033-36658ee6650a,user_shared_fact_recall,13,d,False,valid
112eeb1b-84d0-47b2-a983-4cb3a0b8287f,idea_suggestion,13,c,False,valid
f7083e6c-28fe-4c88-83c8-3f9d07bd7ff2,user_shared_fact_recall,13,b,True,valid
f7b31f4b-e088-4a2e-a505-1e3cd7426e9e,idea_suggestion,13,c,False,valid
d7b6a963-7e3c-4f57-8d95-6a11200e3006,scenario_generalization,13,c,True,valid
6dbbb830-c7ef-4e78-b7ce-fe7fe6406c64,preference_evolution_tracking,13,a,False,valid
b3e1f0b5-3268-48c0-8d4d-b2d65e3aa27f,preference_evolution_tracking,13,a,False,valid
783c8c96-60be-42d5-8d35-925860ab8101,idea_suggestion,13,c,False,valid
3c476cc8-eec7-4c50-8b5d-02624ce375fd,user_shared_fact_recall,13,d,False,valid
57154824-9041-47ce-ae17-27b93e7cd1ce,idea_suggestion,13,b,False,valid
44c04db4-7f3c-4af9-b1a2-7aebfe0b27c8,user_shared_fact_recall,13,c,True,valid
6defbf8e-0c2e-42f6-99e0-809ec183852e,preference_aligned_recommendation,13,c,False,valid
63f0c40f-a1c8-4e5d-af0a-37bc2b317185,idea_suggestion,13,d,False,valid
d72d5e18-1633-48a6-8d01-824992353c91,idea_suggestion,13,d,False,valid
204043d9-1e4a-4687-838e-9d6a50103321,scenario_generalization,13,c,False,valid
0034a537-925f-448b-b275-eae07f3d9ae5,user_shared_fact_recall,15,c,False,valid
f5fbee78-8b66-4ed1-939e-2a53c04f644e,scenario_generalization,15,c,False,valid
e15e965d-96ff-4780-8cb9-f3b1945cd50e,preference_update_reason_recall,15,d,False,valid
5b89afd0-0a1f-471b-a848-93519f8eb376,preference_evolution_tracking,15,d,True,valid
6d9d885e-b8fd-47c7-9be8-8b3b35561b05,preference_evolution_tracking,15,a,False,valid
8a619ddd-0b6d-494b-84ca-e1ba71c43631,user_shared_fact_recall,15,a,False,valid
91f0ec98-5f4e-408b-92cd-83a6dc2b1334,preference_aligned_recommendation,15,a,False,valid
ab2ae798-4c7a-45a1-83f7-316ee17efdaf,scenario_generalization,15,c,False,valid
2435e723-0b26-487b-927c-9fabc070b2b0,idea_suggestion,15,a,False,valid
c184227e-848c-4bb4-b6e0-04be947a6b5f,user_shared_fact_recall,17,d,True,valid
4a1d9313-7e19-446d-b3fa-47f7e7b06b90,idea_suggestion,17,b,False,valid
2ad26a7d-6a5a-499a-8ad2-0f10b7e47b22,scenario_generalization,17,c,True,valid
1d914339-dec5-4e6d-90e2-881c5ca505fc,idea_suggestion,17,b,False,valid
3d55e422-b2c5-45e2-be17-2d0acb6a11bf,preference_update_reason_recall,17,b,True,valid
aa303aec-d355-4dc2-bae6-116e76aa0863,preference_evolution_tracking,17,a,False,valid
f338ddc8-f9a8-4744-b41a-39187a428e4c,user_shared_fact_recall,17,d,True,valid
94dd239b-538f-456d-8288-9973a0f28d1b,idea_suggestion,17,a,False,valid
53a3567c-de36-4e8d-8394-42ac14055b28,user_shared_fact_recall,17,d,False,valid
ad77128c-1add-4a9a-a2cb-4298db284720,preference_aligned_recommendation,17,d,True,valid
9ac098cd-a109-412a-ad1a-ad90f2f8a6d3,scenario_generalization,17,d,False,valid
703e0b7b-103f-49fe-ad78-02f9ac6be46e,idea_suggestion,17,b,False,valid
84b7867f-531e-44bf-8d44-b5ddff5809d0,latest_preference_acknowledgement,17,c,True,valid
06688162-3951-4dad-b5d2-58bc06cad3ff,user_shared_fact_recall,17,a,True,valid
f0f1c22f-ab86-4d6f-a017-6cdb7f5e88f4,preference_update_reason_recall,17,d,True,valid
1ad2cae4-0111-48b7-8737-48757d5bd73a,user_shared_fact_recall,17,d,True,valid
e294a388-1896-46e0-86bb-38e879989b87,preference_aligned_recommendation,18,d,False,valid
34737b01-85e0-4d41-bed6-5845ec2df199,idea_suggestion,18,b,False,valid
948ab76b-ba84-4c3b-8683-3d2d9f10283d,scenario_generalization,18,c,True,valid
2c85c2a6-07ec-4ab1-92cc-06dc775f4fe8,user_shared_fact_recall,18,a,False,valid
db7283be-ad68-479c-8550-a70511133cb9,preference_aligned_recommendation,18,b,False,valid
ea7f40eb-ab63-4506-83b0-aa2653b59c6c,idea_suggestion,18,d,False,valid
bb3b169c-68f3-4149-a016-643fa7cc8a05,scenario_generalization,18,c,True,valid
1d0b9872-83cf-46f0-9f3c-9f78d83ea8c1,idea_suggestion,19,d,False,valid
986bf2ed-62a8-4009-a2ce-897b9f9617b2,user_shared_fact_recall,19,b,False,valid
a3ca851e-aed8-4567-a3aa-a8cfb1434b34,preference_aligned_recommendation,19,d,False,valid
7b9b21cf-c225-46ea-8e38-0d827a0152bb,idea_suggestion,19,c,False,valid
551f1c93-5edc-4053-8449-e9cf41f5a40a,scenario_generalization,19,c,True,valid
96c59ef8-9667-4acb-960e-7a287ac41276,preference_aligned_recommendation,19,b,False,valid
0178026c-bec6-4728-aae7-612b8b43ec50,idea_suggestion,19,d,False,valid
7fa150c3-c80b-446f-9c1e-8d786fda2d35,user_shared_fact_recall,19,c,False,valid
28200b70-034f-4c0c-bde7-21754136740d,preference_aligned_recommendation,19,a,False,valid
5e576cc9-d661-439a-aa8a-4390e4d17cad,idea_suggestion,19,a,False,valid
0441a1ba-0d67-47a1-a910-00306910a6e3,idea_suggestion,19,c,False,valid
fcfde00b-be10-4c52-922d-85cf7ae9f556,preference_update_reason_recall,19,d,False,valid
11102cd9-63fe-4eed-9e76-3416c176bcfa,user_shared_fact_recall,2,b,False,valid
c0d8eb9c-0a8a-47a0-a2bc-2f6e5724d33a,idea_suggestion,2,b,False,valid
14f4861a-612b-462b-9b6b-2d9f0f903be3,user_shared_fact_recall,2,b,True,valid
6ce5781d-0d4f-44ea-a5dc-bcc92e170023,preference_update_reason_recall,2,b,True,valid
fc1efddc-3e19-41f1-b4a9-1312ed6d9057,preference_evolution_tracking,2,d,False,valid
e35caa23-d8d2-47bf-8b2e-38c1f2520491,preference_evolution_tracking,2,a,False,valid
1856f94d-08f2-427e-b7cb-19705c5bd840,user_shared_fact_recall,2,b,False,valid
d7d819ae-248f-4adb-b506-0c647d128940,user_shared_fact_recall,2,d,False,valid
ff92b10b-5eaa-4cc7-8a97-2e392059a52a,idea_suggestion,2,c,False,valid
e432666f-1c45-4591-9fad-a29a05133577,user_shared_fact_recall,2,b,True,valid
4e673ae2-aedb-4e12-83c9-9cb17e6b2711,scenario_generalization,2,c,True,valid
fb9e4359-67e5-4024-bb18-16404416ed98,preference_evolution_tracking,2,d,False,valid
350e033e-eea9-48ac-ac7b-bad63241ced1,idea_suggestion,4,a,False,valid
8dbe465c-85ad-4663-a517-da7b86418cde,latest_preference_acknowledgement,4,d,False,valid
127fe595-7428-49a2-acda-69b878ab2c5f,idea_suggestion,4,c,False,valid
64e6edb1-2675-4bec-bac5-ac3cffb7a36c,preference_update_reason_recall,4,d,False,valid
1cd2d37b-de1b-4775-a063-d4543d602d3d,preference_evolution_tracking,4,c,True,valid
73e8d675-06f9-4452-971e-03d837195d01,idea_suggestion,4,d,False,valid
91daf2b4-5872-4425-a99a-5d4cb56595ba,latest_preference_acknowledgement,4,d,False,valid
32fae586-e53b-4dae-b8d3-d7c8e930ff56,idea_suggestion,4,c,False,valid
8c6f3412-d822-4131-9a51-184e6da3f476,scenario_generalization,4,d,True,valid
17fcd044-0c7f-4e2a-8932-59d7c3fbf287,preference_update_reason_recall,4,c,False,valid
3bf72ac4-729e-49b0-ac4f-944a5ac1a0c1,preference_evolution_tracking,4,d,True,valid
7f8add19-4847-455b-b8a7-df79a9acd5a5,preference_aligned_recommendation,5,c,False,valid
adc105c8-02cd-4e66-88c0-68968035398f,idea_suggestion,5,b,False,valid
74abe13d-d4f9-4b4b-8d9e-94464d08a636,latest_preference_acknowledgement,5,a,False,valid
1665b30d-0725-424a-bc49-5f938f42fd6b,idea_suggestion,5,d,False,valid
ce8e9ca3-761d-4e57-ba31-43d1398259dc,scenario_generalization,5,,False,invalid
89a5b2d8-8c1f-4f31-b71d-cf4f571b7226,preference_aligned_recommendation,5,b,True,valid
4ca39433-1e20-41f7-afcc-e5dc7db41d6f,preference_update_reason_recall,5,b,False,valid
c9fda643-762e-426a-8079-cffcd98c3fe5,preference_evolution_tracking,5,a,False,valid
65bb82b6-1ad9-44f5-8df1-1716467aca2c,preference_evolution_tracking,5,b,False,valid
8e77a1eb-94be-451f-8c6e-db50537a602e,user_shared_fact_recall,5,c,False,valid
f9a80fab-b8e6-4522-8484-0752aa2bc7aa,idea_suggestion,5,c,False,valid
ff9cb595-a574-4391-a958-a887319179f5,idea_suggestion,5,c,False,valid
da4a4328-ed46-4c41-b7fa-650542a48ccc,latest_preference_acknowledgement,5,,False,invalid
3e4cc77a-0434-4dd4-a89a-de7c34c5826e,idea_suggestion,5,d,False,valid
b4a5fcbd-e1be-4679-8bd5-92f9374c171c,scenario_generalization,5,d,False,valid
aa07fafd-24e4-4d58-b765-1ff579136559,preference_update_reason_recall,5,a,False,valid
262dad1a-fee3-45ce-8014-f2f152076c3d,preference_evolution_tracking,5,b,True,valid
609d3e48-48b8-4cfd-bb2c-7d242d97144f,preference_evolution_tracking,5,c,False,valid
b4f5871e-6128-42d4-9d71-f7ef952fc3dd,user_shared_fact_recall,11,c,True,valid
15153299-ad3a-477e-8eee-29f95de9f0d9,scenario_generalization,11,d,False,valid
d2cb516a-0868-4332-93d9-64e6e73f4450,idea_suggestion,11,b,False,valid
a1069348-3778-4d08-ae72-fccf8ac23a0f,user_shared_fact_recall,11,b,False,valid
51d9fdba-9e05-411f-a933-a30c561e4a57,idea_suggestion,11,a,False,valid
2aeaf04c-5dbb-4631-9453-9d55438e7e24,idea_suggestion,11,d,False,valid
edcae48c-d5f6-4aba-9aae-d6946ded8ad8,user_shared_fact_recall,11,b,False,valid
d3a4e999-b4c7-4a45-aa8a-c79f17f11b39,user_shared_fact_recall,11,b,False,valid
3ce8e64d-fbe4-429a-b403-56f893f0c065,user_shared_fact_recall,11,d,True,valid
9a913460-4575-43eb-97c8-5b75bcc529f2,preference_evolution_tracking,11,d,False,valid
1aa9fb49-9af5-4097-9d26-d03a8be9d4d8,preference_evolution_tracking,11,d,False,valid
827b4d7e-4a87-4500-8399-9ea7e01c6ff1,preference_evolution_tracking,11,d,True,valid
9f8abbfe-84a6-4761-b791-f1d6e9763ffc,preference_aligned_recommendation,11,a,False,valid
87cfa0aa-b318-4b34-8fc5-545fd51e734c,user_shared_fact_recall,11,c,False,valid
f60ea749-0577-409d-ac52-5fbbdbb5d983,scenario_generalization,11,d,False,valid
7f52c9fa-1023-4c89-a7b1-3f99a838e8a2,idea_suggestion,11,d,False,valid
9b5d8c65-f439-47da-a21b-f05743cba515,user_shared_fact_recall,11,b,False,valid
d7fa502c-7f82-41a6-96f6-09e6d2c0f226,idea_suggestion,11,a,False,valid
f36d7363-e2c5-4b84-8c08-f5910f5a58a0,idea_suggestion,11,d,False,valid
fa4ad54b-18f7-41f7-b596-a2606959aef2,idea_suggestion,11,d,False,valid
d3cf97c8-4698-49d0-bc39-25cdc856f295,idea_suggestion,11,d,False,valid
5cc4f974-9afb-42f9-be6a-5453d317c7bc,user_shared_fact_recall,11,d,False,valid
27ad7552-b0e8-440b-b0e1-19c3c216e36a,user_shared_fact_recall,11,c,False,valid
c0af6d57-9c9e-4c7a-ab49-58694a315162,latest_preference_acknowledgement,14,d,False,valid
f6cb61c7-b41d-4c26-8100-f0de3451cae4,preference_aligned_recommendation,14,c,False,valid
9161909e-12fd-45a3-8c83-c852490945f8,idea_suggestion,14,b,False,valid
af67ab1b-1701-4313-95dd-184ee080fca1,idea_suggestion,14,c,False,valid
f817828d-7bed-46a0-806b-2fd7cedfb7af,user_shared_fact_recall,14,b,False,valid
7b638718-497e-46e4-ae40-26ab3b77ff03,preference_evolution_tracking,14,c,False,valid
0439324c-7152-40fd-9092-1fb29983bcf3,preference_evolution_tracking,14,a,False,valid
df1778bf-bc0a-4679-ad94-914a13529242,idea_suggestion,14,b,False,valid
ced344f8-d07a-458f-bebe-131e8e7a6b88,preference_aligned_recommendation,14,c,False,valid
ec9c7628-9919-4234-b7b8-b90eda49cec5,preference_aligned_recommendation,16,d,True,valid
2747972e-07b2-461d-9acb-a8495bfef4c2,user_shared_fact_recall,16,d,True,valid
ffe01d3c-de5c-4c67-b2db-e4983dfc6abc,latest_preference_acknowledgement,16,b,False,valid
d2c42ca1-5b3a-48b4-b3cc-ea27b9bed8e3,user_shared_fact_recall,16,b,False,valid
4e2111be-1c29-4a8e-b9cb-a6ab437f3276,preference_update_reason_recall,16,c,True,valid
72cb814c-aa52-4f39-a647-24aec1e3037c,preference_evolution_tracking,16,a,False,valid
1837d1a9-0a9b-49ad-b65a-d862c631d523,idea_suggestion,16,a,False,valid
83dd91dc-0758-4159-8f6f-da0ee04d864f,idea_suggestion,16,c,False,valid
7d35c867-43e3-4456-afd9-22a76b136162,preference_aligned_recommendation,12,d,True,valid
8a432a27-3c39-426f-a853-fe8f8b3c5c41,user_shared_fact_recall,12,b,False,valid
26d79f5e-e405-45f6-add6-723bc0031dbb,idea_suggestion,12,d,False,valid
a2543130-a95f-4bb4-877f-0d82314abfa3,scenario_generalization,12,c,True,valid
9af8a326-7675-42e0-861f-d99f2e28be46,idea_suggestion,12,c,False,valid
78ebcdd3-c419-4777-be35-ab836f645b9e,user_shared_fact_recall,12,b,True,valid
50577261-33b6-4648-aa14-aa2b6e0523ac,user_shared_fact_recall,12,d,True,valid
431e1c24-b09a-4bc4-b6d0-32e7c0631353,idea_suggestion,12,b,False,valid
2f795c6f-e04f-4af0-8ff4-feff57e54a48,user_shared_fact_recall,12,c,False,valid
c4e7795b-6bf2-4a87-af16-37ecb451c11b,idea_suggestion,12,d,False,valid
1743e9cb-de16-4ea8-80cf-fef97a8b2259,user_shared_fact_recall,12,c,True,valid
bdc22325-20bb-4bef-b9c1-9615c0d68e60,preference_aligned_recommendation,12,c,True,valid
32fb0781-a149-4a83-b346-467e88f81710,user_shared_fact_recall,12,d,False,valid
194ce23e-d6d7-46f9-99b0-a0eba223a0ee,idea_suggestion,12,a,False,valid
a64ba818-abee-404e-9a38-f440b74bcca7,user_shared_fact_recall,12,d,False,valid
cb4799ed-15e8-4dda-a716-b81fa1d6d9da,scenario_generalization,12,d,True,valid
2575c3c6-5061-4db3-ba98-f33e1280f48f,idea_suggestion,12,c,False,valid
33755e8c-b501-4c53-ae56-d91bf60477f7,idea_suggestion,12,c,False,valid
f34cb168-97ab-4b89-92c6-9ff84bd3c5e1,user_shared_fact_recall,12,d,True,valid
