item_id,persona_id,question_type,gold_key,llama_t0_pred,qwen_t0_pred,llama_t0_bucket,qwen_t0_bucket,item_default_bucket,unstable_any,parse_status
d71b360e-da59-480b-823e-a83e8c320b9c,1,scenario_generalization,c,b,a,error,error,strict_default_error,,valid
7957ef21-86bb-4641-8a06-4ee2272f1c32,1,preference_update_reason_recall,d,a,c,error,error,strict_default_error,,valid
7a4ed201-4f7e-4d9c-a3f3-c5a2b8d424b3,1,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
afd724f4-8174-48d7-b9cd-34421c581550,1,preference_aligned_recommendation,b,b,a,solved,error,loose_default_error,True,valid
32b03409-0710-4afd-89c1-9af72c339b4c,1,scenario_generalization,d,b,b,error,error,strict_default_error,,valid
346a304a-4371-46ac-a8f7-021f25812b52,1,scenario_generalization,c,a,a,error,error,strict_default_error,,valid
848b2923-33da-4ebc-86b5-e70374311fd2,1,preference_update_reason_recall,c,c,c,solved,solved,default_solved,False,valid
221c8369-8ac4-447e-a13c-6088536f9abf,1,preference_update_reason_recall,d,a,a,error,error,strict_default_error,,valid
08814cb2-99dc-441d-b93b-8dcadf7f4859,1,preference_update_reason_recall,b,b,b,solved,solved,default_solved,False,valid
7028667b-f2aa-4e22-a2e3-2bb97f3d9605,1,preference_evolution_tracking,d,d,d,solved,solved,default_solved,False,valid
1da9453e-94f6-4e6d-9ae4-b7481217fdd1,1,preference_evolution_tracking,a,a,c,solved,error,loose_default_error,False,valid
0d49fda3-d417-4a47-9d8d-f6000ffa8097,1,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
4ca0a992-6743-4369-95b6-920712f8ef8b,1,preference_evolution_tracking,c,a,a,error,error,strict_default_error,,valid
f04613eb-8eff-4a4c-a191-d2574c87e67b,1,preference_evolution_tracking,c,a,b,error,error,strict_default_error,,valid
002e8df3-cebf-4197-8c16-cb834cc13aef,1,preference_evolution_tracking,c,a,a,error,error,strict_default_error,,valid
d90cadc8-e635-462b-8251-7f8a10734376,1,user_shared_fact_recall,d,c,c,error,error,strict_default_error,,valid
07873ceb-93a3-45fe-9f72-b0c57fd95802,1,idea_suggestion,a,c,a,error,solved,loose_default_error,False,valid
6c4bc600-04c0-41be-841a-a1e149edd522,1,preference_aligned_recommendation,d,a,a,error,error,strict_default_error,,valid
833601fa-de95-4fed-91d6-c9f45d778c84,1,scenario_generalization,c,a,c,error,solved,loose_default_error,False,valid
aa2c7800-7f7d-401b-acfa-9af67910f9f7,1,preference_update_reason_recall,d,a,d,error,solved,loose_default_error,False,valid
2a69f556-c093-4bc3-aa4a-a5acaaec3801,1,scenario_generalization,c,a,a,error,error,strict_default_error,,valid
c7c87a80-78e5-47d8-a068-2bfd244868f1,1,preference_update_reason_recall,b,a,c,error,error,strict_default_error,,valid
cffc32b7-fa14-457f-ac4f-9c060bf2aee1,1,user_shared_fact_recall,b,a,b,error,solved,loose_default_error,False,valid
856b5927-8865-4bb5-b1ac-38f965024508,1,preference_aligned_recommendation,a,a,a,solved,solved,default_solved,False,valid
66ce550d-37a1-43e5-ab56-0b6864d8cbaf,1,scenario_generalization,b,a,a,error,error,strict_default_error,,valid
34e7e867-7730-4bb9-9dcf-bc5a93389b3a,1,scenario_generalization,c,b,a,error,error,strict_default_error,,valid
08430f6d-ada1-46a7-8f15-ddc466ba8a5b,1,idea_suggestion,b,a,a,error,error,strict_default_error,,valid
394bc68d-a4b3-415c-a7d9-6b367fe44e25,1,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
f7be271f-8ee6-4250-ba76-2a72e50623fc,1,scenario_generalization,b,a,d,error,error,strict_default_error,,valid
e3d97461-ec4b-471f-a3f3-e595fdba27e5,1,scenario_generalization,d,a,a,error,error,strict_default_error,,valid
9c209ff7-a6a8-48d8-ab38-e0b8aa2aaef7,3,user_shared_fact_recall,d,b,b,error,error,strict_default_error,,valid
945fb104-45bd-457f-a9a8-19620159e47d,3,preference_aligned_recommendation,c,b,b,error,error,strict_default_error,,valid
d3767473-d464-42c1-9ead-7a61d922f120,3,user_shared_fact_recall,a,a,a,solved,solved,default_solved,True,valid
a966820a-8b42-4ec9-8427-958468f98d3b,3,user_shared_fact_recall,a,a,a,solved,solved,default_solved,True,valid
b51ec779-8dcc-4cef-860e-d9c3a6c622a6,3,idea_suggestion,b,d,a,error,error,strict_default_error,,valid
0a2a9eea-f552-4b6c-a224-4c499e158bbf,3,user_shared_fact_recall,c,a,c,error,solved,loose_default_error,False,valid
d4562a36-f9aa-4dcb-9033-434e5a1a4535,3,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
49d46938-6c90-41e0-b16b-b81e626bec0e,3,preference_update_reason_recall,b,b,b,solved,solved,default_solved,False,valid
bd08c0d8-fd79-408f-8014-90f0f1f4e890,3,preference_update_reason_recall,b,b,b,solved,solved,default_solved,False,valid
17273334-b524-4398-baae-bfb459f149e0,3,preference_update_reason_recall,c,a,c,error,solved,loose_default_error,False,valid
5547721c-f72d-41cf-bfb5-65757d11807b,3,preference_evolution_tracking,b,a,a,error,error,strict_default_error,,valid
5e785751-2e80-460f-8a43-061f1ed9614e,3,preference_evolution_tracking,a,a,a,solved,solved,default_solved,False,valid
daf0858c-cc77-4427-99bb-a5cd9e229688,3,preference_evolution_tracking,c,b,c,error,solved,loose_default_error,False,valid
bb0462d3-2527-4ed2-ac75-2869d57c851c,3,preference_evolution_tracking,d,d,d,solved,solved,default_solved,False,valid
a343bbd4-e356-41e0-886c-663304809410,3,preference_evolution_tracking,c,a,a,error,error,strict_default_error,,valid
8f6defba-992d-45f1-9a7d-dded76e6e5d5,3,user_shared_fact_recall,d,c,c,error,error,strict_default_error,,valid
0874afed-abd8-485c-b509-c06843a937cc,3,preference_aligned_recommendation,d,c,c,error,error,strict_default_error,,valid
e79df41d-f6bb-43e5-acbd-b8cd732bac98,3,user_shared_fact_recall,a,d,a,error,solved,loose_default_error,False,valid
9f8314e7-1429-4dc8-89d9-13ee94201379,3,user_shared_fact_recall,d,d,a,solved,error,loose_default_error,False,valid
c780b296-860d-4032-8580-154286255c00,3,idea_suggestion,b,d,a,error,error,strict_default_error,,valid
5b19b568-0c8f-43ac-8fdc-7f0ce67604e5,3,user_shared_fact_recall,d,a,a,error,error,strict_default_error,,valid
24a0c4fd-b363-46ac-aae6-bfb23ef5e759,3,user_shared_fact_recall,c,a,c,error,solved,loose_default_error,False,valid
eb59980c-508c-4963-96d4-27ecf3c12b04,3,idea_suggestion,c,a,a,error,error,strict_default_error,,valid
bfbfeca4-9d35-46c3-9f25-fac27c44b0f1,3,scenario_generalization,a,a,d,solved,error,loose_default_error,False,valid
8823918d-36cc-4caa-87f7-075f846a0be5,3,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
0e5d627f-9f3e-4870-9943-196ae3ce59c9,6,user_shared_fact_recall,a,a,a,solved,solved,default_solved,True,valid
53bb55a3-2ca8-4ab5-a590-f8b68f491128,6,user_shared_fact_recall,b,a,a,error,error,strict_default_error,,valid
f8edd318-d6b7-4943-a60c-c02e54f203d3,6,idea_suggestion,d,d,a,solved,error,loose_default_error,True,valid
fe2e91a8-fd23-4ea7-a3f1-722a0396712d,6,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
b8e89a15-dbb5-4309-868a-3755bcb6b5da,6,user_shared_fact_recall,a,a,a,solved,solved,default_solved,False,valid
6ea0364f-7aab-4342-ada2-383eea15cb5b,6,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
a53dba76-2124-4083-9e61-d822ce4ce096,6,preference_update_reason_recall,b,a,a,error,error,strict_default_error,,valid
b6b02fef-10f1-444b-beb6-178ccbe55001,6,preference_update_reason_recall,c,c,c,solved,solved,default_solved,False,valid
dbbd6663-a17f-4b84-8579-6d39ad99c738,6,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
ac681d8e-d3da-4f5c-93c1-46443fc77de9,6,preference_evolution_tracking,b,a,b,error,solved,loose_default_error,False,valid
c0cabd9b-7aa1-4893-bada-aed1c9f3c24c,6,preference_evolution_tracking,b,a,b,error,solved,loose_default_error,False,valid
645b4647-5c04-47e3-a7e6-b3987fdb6a12,6,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
d23ab70b-c037-44ae-95a8-f4ad0ad9e73b,6,preference_evolution_tracking,b,b,b,solved,solved,default_solved,False,valid
ca958afd-7fb1-497b-9234-735115cc3813,6,preference_evolution_tracking,a,a,d,solved,error,loose_default_error,False,valid
56fb1ba3-55fa-41a9-b638-28622623534b,6,preference_evolution_tracking,c,b,c,error,solved,loose_default_error,False,valid
bdeba04a-c530-4d9f-8f1c-b28ef539cd37,6,preference_evolution_tracking,d,b,a,error,error,strict_default_error,,valid
89ba47ad-caf3-490b-85f4-c1ef0f888cbf,6,user_shared_fact_recall,d,d,a,solved,error,loose_default_error,False,valid
3e94a3d2-3b81-4e80-a013-32a6856edf72,6,user_shared_fact_recall,b,a,c,error,error,strict_default_error,,valid
2eb97916-b63b-46a1-8b9c-b3806962eb2c,6,idea_suggestion,d,d,a,solved,error,loose_default_error,True,valid
f861c1ff-df77-47fe-98b7-aa5b4f5c50c1,6,user_shared_fact_recall,b,a,d,error,error,strict_default_error,,valid
93986f1c-0b49-4703-b42c-e3e03e85f66c,6,idea_suggestion,c,a,a,error,error,strict_default_error,,valid
2886f3ad-970c-42b5-a08a-4b0ebabd0415,6,user_shared_fact_recall,a,a,c,solved,error,loose_default_error,False,valid
72b88202-c053-4bf6-a2f5-74c3dc202232,6,preference_aligned_recommendation,d,a,d,error,solved,loose_default_error,False,valid
6e420bd9-752a-4a98-a6a2-1ffe8df80a7f,6,idea_suggestion,d,a,a,error,error,strict_default_error,,valid
2423674e-5d00-485d-a4a3-8793b9712c7b,6,user_shared_fact_recall,a,d,a,error,solved,loose_default_error,False,valid
7aac7481-e0a2-4d04-b1ca-f921c75eaea2,6,preference_aligned_recommendation,a,b,b,error,error,strict_default_error,,valid
271aa33d-1ea3-4cf2-97d2-78b7d23a58cb,6,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
d0ac9ffe-0e45-43e2-8f5b-01f86f14862e,7,preference_aligned_recommendation,b,a,a,error,error,strict_default_error,,valid
ef58fe32-4af7-4868-b429-e0bdb1d04133,7,scenario_generalization,c,a,a,error,error,strict_default_error,,valid
d80ee643-8c12-408a-8198-ef5dc96e5f60,7,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
e870342f-b57c-4469-b5b6-0b97cd3385ce,7,idea_suggestion,b,d,a,error,error,strict_default_error,,valid
a5f2c2cd-54d5-471b-8585-ee0470dbe7e5,7,user_shared_fact_recall,b,a,a,error,error,strict_default_error,,valid
fab91041-4ce8-4082-9057-208230e3b410,7,scenario_generalization,c,b,b,error,error,strict_default_error,,valid
041f9935-dc59-48ae-bf1e-722637bd5af5,7,preference_update_reason_recall,b,d,b,error,solved,loose_default_error,False,valid
125bfe37-0589-4c4e-879d-3409857a2053,7,user_shared_fact_recall,a,d,b,error,error,strict_default_error,,valid
fcad8bb2-fcd3-4019-bec0-b8f6c4bcd1b1,7,idea_suggestion,c,a,a,error,error,strict_default_error,,valid
78000568-f3a3-4cad-a923-c5b99366e4b5,7,scenario_generalization,d,b,b,error,error,strict_default_error,,valid
0d2259ae-1432-46a9-81e7-e3b3e3be5cc9,7,latest_preference_acknowledgement,c,d,c,error,solved,loose_default_error,False,valid
89393cad-6d64-438d-a897-d0784d7eb3b1,7,user_shared_fact_recall,b,a,b,error,solved,loose_default_error,False,valid
750e5313-939d-4229-9c36-1101c33b36b0,7,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
67bec3f4-df73-4dbe-9dc2-74be96ebc51c,7,preference_update_reason_recall,c,c,c,solved,solved,default_solved,False,valid
5306bf92-97e1-4abb-a4e9-c20c3dbc2a33,7,preference_update_reason_recall,c,a,c,error,solved,loose_default_error,False,valid
5707eaf2-da2a-4ab2-96a8-048eec7e5d06,7,preference_evolution_tracking,d,a,c,error,error,strict_default_error,,valid
9592f158-a1a2-48d4-8505-d14f65745900,7,preference_evolution_tracking,b,b,b,solved,solved,default_solved,True,valid
05ccbf01-5087-49bb-91e4-d8a6d6f85971,7,preference_evolution_tracking,d,a,d,error,solved,loose_default_error,False,valid
65b594bf-29eb-40da-859b-ff7b6eadb1ec,7,preference_evolution_tracking,a,a,a,solved,solved,default_solved,False,valid
8a9b6111-b02d-4b1c-91c6-709dce04ed32,7,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
40d94e80-9557-48dc-9101-1cc6c12486a9,7,preference_aligned_recommendation,b,c,c,error,error,strict_default_error,,valid
59251abf-fbe1-4c67-9934-1595ac87d0d4,7,scenario_generalization,d,a,d,error,solved,loose_default_error,False,valid
22a34129-e3f7-4f23-ba8d-f65488535837,7,preference_update_reason_recall,c,a,c,error,solved,loose_default_error,False,valid
3a785b51-234f-40c5-aac9-58c3a9a47333,7,idea_suggestion,c,d,a,error,error,strict_default_error,,valid
e12b0c88-fa61-410f-acd7-2cfeda5a365a,7,user_shared_fact_recall,a,d,d,error,error,strict_default_error,,valid
384780f3-0521-4533-ac91-c02c828558ba,7,scenario_generalization,d,a,c,error,error,strict_default_error,,valid
09575047-a54e-42fe-a649-468917e3934b,7,preference_update_reason_recall,d,a,a,error,error,strict_default_error,,valid
f962c668-b7ea-4270-9ed3-ffe537b606de,7,user_shared_fact_recall,a,a,a,solved,solved,default_solved,True,valid
429813e9-49b8-478a-91b1-a4123f650adc,7,idea_suggestion,a,c,a,error,solved,loose_default_error,False,valid
40152bdb-d02c-4453-9129-ba27ce51bb92,7,scenario_generalization,c,a,b,error,error,strict_default_error,,valid
3a8c2fed-7278-4c1b-b6a1-f9a388c83dd3,7,preference_update_reason_recall,b,b,b,solved,solved,default_solved,False,valid
70df2ae0-bbf9-4417-9b92-eeab8b37f398,7,preference_update_reason_recall,b,b,b,solved,solved,default_solved,False,valid
84c1f97e-5425-4e36-a536-8a558d51083c,7,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
d0a587cb-1cdb-4da8-a1d9-0da95ea20692,7,preference_evolution_tracking,a,a,d,solved,error,loose_default_error,False,valid
9492b5c4-d599-44bf-841b-984df1980afb,7,preference_evolution_tracking,a,a,a,solved,solved,default_solved,False,valid
5117e665-5204-44ae-9946-0c984965c04e,7,preference_evolution_tracking,d,a,d,error,solved,loose_default_error,False,valid
505211c2-1447-48b7-8996-216cbb7074cc,7,preference_evolution_tracking,a,a,a,solved,solved,default_solved,False,valid
565d9692-1304-4f6e-b972-9a45acab7526,7,preference_evolution_tracking,d,a,d,error,solved,loose_default_error,False,valid
8d59e794-0543-428a-983c-314e5fbafa1c,8,user_shared_fact_recall,a,b,a,error,solved,loose_default_error,False,valid
ba0bfd50-a1f2-40ea-8d43-168771beae1e,8,preference_aligned_recommendation,a,a,d,solved,error,loose_default_error,False,valid
2bc21867-0902-43e7-b186-6203fc477d93,8,idea_suggestion,b,d,a,error,error,strict_default_error,,valid
87241969-a1c4-47d7-a4d0-3308f9ca481f,8,scenario_generalization,c,a,b,error,error,strict_default_error,,valid
e097c88d-64d2-49ba-9577-7920d02fad59,8,preference_update_reason_recall,a,a,b,solved,error,loose_default_error,True,valid
d06f511a-0fd8-4ee0-8c35-fd3a87fd35ec,8,idea_suggestion,b,a,a,error,error,strict_default_error,,valid
80cae57b-3f24-444b-b39c-8fae39e7ca68,8,scenario_generalization,b,d,a,error,error,strict_default_error,,valid
3903b4e6-b412-4900-b435-5a4d4b955d1b,8,user_shared_fact_recall,c,c,a,solved,error,loose_default_error,False,valid
76023b41-59fc-4281-8923-1cf482bde3a1,8,preference_aligned_recommendation,b,b,c,solved,error,loose_default_error,False,valid
23fb53b4-8baf-4da6-98a3-20e52ff2ab6e,8,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
d3cd52cc-ccdb-4131-813b-e49a7e1179a9,8,preference_update_reason_recall,c,c,c,solved,solved,default_solved,False,valid
62993163-e56f-4366-9966-a4a9fe6e4ec1,8,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
8b43e847-78ca-408d-b90d-926c75b66c24,8,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
32cc4279-77fc-447f-95aa-b3a394d16ef3,8,preference_evolution_tracking,b,a,b,error,solved,loose_default_error,False,valid
ead3e803-ac45-4c5d-a76e-014f906ff0f6,8,preference_evolution_tracking,d,d,d,solved,solved,default_solved,False,valid
02ef23df-c3ee-4ca4-9580-eec1144cf2e9,8,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
229ccded-6125-490e-9695-e6869d5049b2,8,user_shared_fact_recall,a,a,a,solved,solved,default_solved,False,valid
6cacb235-3562-4414-a34d-a8ec14ee1811,8,preference_aligned_recommendation,d,a,c,error,error,strict_default_error,,valid
4584bcf9-fc47-4873-b0ae-5b5f804b20b8,8,idea_suggestion,d,a,a,error,error,strict_default_error,,valid
6c67f424-e429-4b61-b37d-3ae1fefc0386,8,scenario_generalization,a,a,d,solved,error,loose_default_error,False,valid
9ebf5bf6-1632-410b-974a-20995654077c,8,preference_update_reason_recall,d,a,d,error,solved,loose_default_error,False,valid
7983f1b5-bd7d-456a-b2ea-2bbefc320507,8,idea_suggestion,b,a,c,error,error,strict_default_error,,valid
ff9ba1de-07d6-4240-aa4f-dd0989951808,8,scenario_generalization,d,b,a,error,error,strict_default_error,,valid
d43bdf34-9dfb-4792-8e76-6b5780633457,8,user_shared_fact_recall,c,c,c,solved,solved,default_solved,False,valid
c2a1dab2-d6b6-4d30-bf55-bb7d1467e923,8,preference_aligned_recommendation,c,a,c,error,solved,loose_default_error,False,valid
27b61c09-e5ab-4d00-b395-eea8ee619b70,8,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
63891dab-5f6d-41ce-9909-9a2a9d7009c2,8,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
950f4a03-fb59-428b-8c32-2b4a591cd29b,8,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
4fdef36f-ebfb-4983-9a6a-9992985d4a47,8,preference_evolution_tracking,a,b,a,error,solved,loose_default_error,False,valid
58257829-bdae-4d88-a71f-d866a179c243,8,preference_evolution_tracking,a,a,c,solved,error,loose_default_error,False,valid
d3c87d0b-b8e9-4ad3-80dd-440da22899ec,8,preference_evolution_tracking,c,a,c,error,solved,loose_default_error,False,valid
2c7661cc-4a9f-4520-932b-46ec48f122c5,8,preference_evolution_tracking,b,a,a,error,error,strict_default_error,,valid
e6ee8c1b-b4bf-4b6f-bb5b-273a7066f94b,9,user_shared_fact_recall,a,a,a,solved,solved,default_solved,False,valid
6310b525-6051-4cba-9e7e-638b3eba935f,9,preference_aligned_recommendation,b,a,b,error,solved,loose_default_error,False,valid
08eb771b-47e2-434a-bea3-7ee96b6948c2,9,idea_suggestion,b,a,a,error,error,strict_default_error,,valid
e65899d6-4bcb-4534-9e06-50d3da9bb47a,9,user_shared_fact_recall,c,a,c,error,solved,loose_default_error,False,valid
b08169cb-e02a-4cfa-bfd5-182c6fed3139,9,scenario_generalization,b,a,a,error,error,strict_default_error,,valid
da01953c-12f8-4b4c-81ec-2efbde72162f,9,preference_update_reason_recall,a,,b,parse_invalid,error,t0_parse_invalid,,invalid
3158e226-c4dd-45ce-8194-ea935cf08555,9,user_shared_fact_recall,c,b,b,error,error,strict_default_error,,valid
00a0d533-5f7b-4970-b264-875f0d5e5912,9,scenario_generalization,d,a,a,error,error,strict_default_error,,valid
0adf58d8-c519-406c-9f58-f298060d404d,9,latest_preference_acknowledgement,c,c,c,solved,solved,default_solved,False,valid
e71931f6-5626-4996-9800-fe51564680f4,9,idea_suggestion,b,a,a,error,error,strict_default_error,,valid
0a90b38b-9bdf-437b-a4ee-fb671162c430,9,user_shared_fact_recall,d,a,a,error,error,strict_default_error,,valid
43d42352-b165-4ec5-a1c5-11803e793833,9,preference_aligned_recommendation,c,a,d,error,error,strict_default_error,,valid
7b675c87-19db-4124-8583-b1666a332284,9,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
f740d2d7-3cec-4568-824c-95164aff05f3,9,user_shared_fact_recall,d,a,d,error,solved,loose_default_error,True,valid
2aa34e34-c074-4d1d-8bf0-f45716dbfd53,9,preference_aligned_recommendation,b,a,b,error,solved,loose_default_error,True,valid
4906e212-1279-4f04-8f19-27e3a23c5adc,9,preference_update_reason_recall,d,d,d,solved,solved,default_solved,False,valid
9e935fd2-56ab-41c5-b74a-e5b995435289,9,preference_update_reason_recall,a,a,a,solved,solved,default_solved,False,valid
cdfbd63d-4199-4b39-9a98-bdeef49d6c5d,9,preference_evolution_tracking,c,c,c,solved,solved,default_solved,False,valid
26e1084c-2235-4dd6-9637-4f7b8990ac37,9,preference_evolution_tracking,c,b,c,error,solved,loose_default_error,False,valid
10920f3b-f672-4d7f-89ad-2fe1f63d7151,9,preference_evolution_tracking,c,a,b,error,error,strict_default_error,,valid
0db82c52-bb20-49ae-87ca-abdafbe767a1,9,preference_evolution_tracking,c,a,d,error,error,strict_default_error,,valid
46e58937-d73e-4d8e-b0ff-e6cded31c6a8,9,preference_evolution_tracking,a,a,a,solved,solved,default_solved,False,valid
aee66382-5cc9-401d-9963-fc71bc8e9278,9,preference_evolution_tracking,d,a,d,error,solved,loose_default_error,False,valid
2406adc4-181d-4023-96a1-7afbb949761e,9,user_shared_fact_recall,a,a,a,solved,solved,default_solved,True,valid
01e1ea0a-c204-4df9-92d0-2c19bc9c0714,9,preference_aligned_recommendation,d,a,d,error,solved,loose_default_error,True,valid
259ba9ef-518f-45b9-a8b3-a25ddc9f2e93,9,idea_suggestion,c,a,a,error,error,strict_default_error,,valid
3f296614-1dfa-49fe-af43-6f39327fe20a,9,user_shared_fact_recall,d,a,b,error,error,strict_default_error,,valid
436e377a-98ba-44fc-809c-1743bbf4e033,9,scenario_generalization,c,a,a,error,error,strict_default_error,,valid
ae306d03-65ea-4744-b119-38b0eaf0b862,9,preference_update_reason_recall,b,,a,parse_invalid,error,t0_parse_invalid,,invalid
2bfdcdc8-1052-4c38-902f-1a023d41509d,9,user_shared_fact_recall,b,d,d,error,error,strict_default_error,,valid
b35349e0-993b-452a-bb5e-67668833b39b,9,scenario_generalization,a,d,b,error,error,strict_default_error,,valid
cd81feb9-3f8f-4f10-b187-a6824b4effcd,9,latest_preference_acknowledgement,b,b,b,solved,solved,default_solved,False,valid
aa359f37-2eb6-4604-a3e5-07a066de210d,9,idea_suggestion,c,a,a,error,error,strict_default_error,,valid
a719edb3-a43f-4792-b820-fb45293c4e19,9,user_shared_fact_recall,b,a,c,error,error,strict_default_error,,valid
7cab425e-da59-433d-916f-03ea3d1a4f76,9,preference_aligned_recommendation,c,a,c,error,solved,loose_default_error,False,valid
e0750f28-3c10-41f1-a017-a7a0a18079df,9,idea_suggestion,b,a,a,error,error,strict_default_error,,valid
d0e15e11-6768-4cb6-825a-1deee7ba5e29,9,user_shared_fact_recall,d,b,b,error,error,strict_default_error,,valid
8e7408fb-a837-4eb4-9426-a39ff3e27943,9,user_shared_fact_recall,d,a,d,error,solved,loose_default_error,False,valid
fe0aa9a2-d28f-40ee-bb7c-cd90fe8ee55b,9,idea_suggestion,d,a,c,error,error,strict_default_error,,valid
b502d7dc-2345-41a3-8a22-0fb9ff719c9e,9,preference_update_reason_recall,c,c,c,solved,solved,default_solved,False,valid
2b969ce1-cf22-4f80-af89-f42e57ad7c49,10,user_shared_fact_recall,a,b,b,error,error,strict_default_error,,valid
7c339c29-79db-4ec4-85f1-a11dae5dbdf4,10,user_shared_fact_recall,b,b,b,solved,solved,default_solved,False,valid
18f3405b-f1bb-4562-acc2-8ff340b3f9f0,10,user_shared_fact_recall,c,a,a,error,error,strict_default_error,,valid
35dae3c4-7bd6-4f65-af6e-747d7d326556,10,idea_suggestion,a,b,b,error,error,strict_default_error,,valid
8a0ef305-5241-45fe-aa84-e37a2bab08f9,10,idea_suggestion,b,d,a,error,error,strict_default_error,,valid
e48cb6ad-1629-4107-befb-7f2c3ce4e65d,10,scenario_generalization,b,a,c,error,error,strict_default_error,,valid
0d78111b-103a-4b6e-a285-4d986a712ac8,10,latest_preference_acknowledgement,c,a,b,error,error,strict_default_error,,valid
61769393-ef00-4764-8b59-622ee660b1cb,10,idea_suggestion,b,b,b,solved,solved,default_solved,True,valid
973a3e15-4456-4ff5-9880-6c7b46d3b13e,10,scenario_generalization,a,a,c,solved,error,loose_default_error,False,valid
d83d7e84-1ea3-461c-8916-0d519efe092e,10,user_shared_fact_recall,c,b,a,error,error,strict_default_error,,valid
098bb7ce-49fb-457e-a8bd-82a6dc63c060,10,user_shared_fact_recall,d,c,c,error,error,strict_default_error,,valid
95562a0a-504a-42b5-84e4-f28c7cbcfdbc,10,preference_aligned_recommendation,c,a,a,error,error,strict_default_error,,valid
